record_type,work,canonical_scope,source,source_manga_id,source_chapter_id,raw_chapter_label,raw_title,volume,language,edition,scanlation_group_or_publisher,source_order_in_api_response,source_site_order,pages_metadata_only,is_external_url,publish_at,readable_at,observed_at_utc,endpoint_or_reference,verification_level,openability,notes
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,234b4aab-591d-4bbb-949d-f8582d3e98f2,10,Arte Moderna,2,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,33,False,2018-04-30T16:50:35+00:00,2018-04-30T16:50:35+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/234b4aab-591d-4bbb-949d-f8582d3e98f2],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,6e13996d-6bdf-4ddc-809f-fee99470a567,11,O Segredo de Sua Força,2,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,24,False,2018-04-30T17:29:49+00:00,2018-04-30T17:29:49+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/6e13996d-6bdf-4ddc-809f-fee99470a567],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,2b7dc5c6-2ee4-42a8-8e86-6df5a3908171,12,Grupo Paraíso,2,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,26,False,2018-04-30T17:29:28+00:00,2018-04-30T17:29:28+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/2b7dc5c6-2ee4-42a8-8e86-6df5a3908171],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,af38888b-f99c-46a2-bbee-2a61621ec2a5,13,Velocidade,2,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,27,False,2018-04-30T17:29:16+00:00,2018-04-30T17:29:16+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/af38888b-f99c-46a2-bbee-2a61621ec2a5],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,2c25c29c-a05a-4295-b8b4-7062ea31ee7a,14,Quem é Você?,2,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,24,False,2018-04-30T17:29:05+00:00,2018-04-30T17:29:05+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/2c25c29c-a05a-4295-b8b4-7062ea31ee7a],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,d732e9b5-ab65-49b0-afa8-7ff7060e4959,15,Hobby e Trabalho,2,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,27,False,2018-04-30T17:28:55+00:00,2018-04-30T17:28:55+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/d732e9b5-ab65-49b0-afa8-7ff7060e4959],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,78369c82-27ea-4048-a7aa-d688c6ffd4a9,15.1,Escovando-se,2,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,15,False,2018-04-30T17:28:48+00:00,2018-04-30T17:28:48+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/78369c82-27ea-4048-a7aa-d688c6ffd4a9],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,cfdfd6d7-e77a-4234-8b96-ed92ee834561,16,Passei no Teste,3,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,25,False,2018-04-30T17:26:48+00:00,2018-04-30T17:26:48+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/cfdfd6d7-e77a-4234-8b96-ed92ee834561],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,0b8c05d5-7d32-42c2-8f84-b1d71d14cc3b,17,Treino,3,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,49,False,2018-04-30T17:26:40+00:00,2018-04-30T17:26:40+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/0b8c05d5-7d32-42c2-8f84-b1d71d14cc3b],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,f35d1cdc-04eb-4ec8-825a-8f021487673d,18,Atividade Comercial,3,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,21,False,2018-04-30T17:26:30+00:00,2018-04-30T17:26:30+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/f35d1cdc-04eb-4ec8-825a-8f021487673d],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,2ab23a1b-5c33-44b2-834f-0a34ff86783a,19,Não Tenho Tempo pra Isso,3,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,27,False,2018-04-30T17:26:25+00:00,2018-04-30T17:26:25+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/2ab23a1b-5c33-44b2-834f-0a34ff86783a],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,7c954d53-f112-4007-97ec-711fbbe89ec4,20,Boato,3,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,43,False,2018-04-30T17:26:10+00:00,2018-04-30T17:26:10+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/7c954d53-f112-4007-97ec-711fbbe89ec4],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,34dc6887-8032-4e13-903b-bd356844373d,20.1,Verão,3,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,24,False,2018-04-30T17:25:53+00:00,2018-04-30T17:25:53+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/34dc6887-8032-4e13-903b-bd356844373d],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,5b64e8f0-4bdd-43ec-a16d-df72fb4ddee1,20.2,O Sopro de Novos Ares,3,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,29,False,2018-04-30T17:25:37+00:00,2018-04-30T17:25:37+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/5b64e8f0-4bdd-43ec-a16d-df72fb4ddee1],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,7151a2fe-eb6d-4cd5-9e30-e6f816aeb199,21,Meteoro Gigante,4,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,123,False,2018-04-30T17:05:17+00:00,2018-04-30T17:05:17+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/7151a2fe-eb6d-4cd5-9e30-e6f816aeb199],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,ae959c22-a159-4057-802d-94f88052096e,22,Vozes,4,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,39,False,2018-04-30T17:25:31+00:00,2018-04-30T17:25:31+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/ae959c22-a159-4057-802d-94f88052096e],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,604c7e87-30a4-40a8-8a6b-4c88c0568294,23,Ameaça Vinda do Mar,4,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,28,False,2018-04-30T17:05:07+00:00,2018-04-30T17:05:07+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/604c7e87-30a4-40a8-8a6b-4c88c0568294],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
upload_observation,One-Punch Man,Tsuzuki work candidate; mapping to editorial chapter unverified,MangaDex public API,d8a959f7-648e-4c8d-8f23-f1f3f8e129f3,f912e21f-2db5-4abb-9636-0e0ff81d9b4c,24,Rei dos Mares,4,pt-br,community upload/release; edition not specified by API record,I Wish Scans,asc chapter request page order; not original site UI order,not observed,22,False,2018-04-30T17:25:03+00:00,2018-04-30T17:25:03+00:00,2026-09-22 (round 3 query; exact time not retained in JSONL),https://api.mangadex.org/chapter?manga=d8a959f7-648e-4c8d-8f23-f1f3f8e129f3&translatedLanguage%5B%5D=pt-br&limit=100&offset=0&order%5Bchapter%5D=asc&includes%5B%5D=scanlation_group [chapter metadata; chapter URL https://mangadex.org/chapter/f912e21f-2db5-4abb-9636-0e0ff81d9b4c],HTTP 200 metadata record; no chapter page opened,NOT_TESTED,"Presence in public chapter endpoint proves upload metadata only, not that content is readable now, legally redistributable, complete, canonical, or same edition. Rows with external URL point away from MangaDex."
